Caminho Original,É da Rádio?,Programa Identificado,Destino Proposto
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02 - SEX\B4- TJRN JUIZ TOMA POSSE .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02 - SEX\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\12 02 - QUI\B10- ESMARN DIVULGADO PROJETOS DINTER.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\12 02 - QUI\B2- TJRN CÂMARAS PRODUTIVIDADE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\12 02 - QUI\B9- TRT-RN INAUGURA SALA CLIMATIZADAS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\12 02 - QUI\B4- TJRN PLANO COMPROVAR MENSALIDADE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\12 02 - QUI\B8- MPRN RESTRIÇÃO RECIPIENTES VIDRO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\12 02 - QUI\B6- TJRN ACUSADA ESTELIONATOS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\12 02 - QUI\B1- TJRN RECOMENDAÇÃO CNJ.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\12 02 - QUI\B7- TJRN JUSTIÇA CONDENA IDOSO MAUS-TRATOS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\12 02 - QUI\B5- TJRN DECISÃO DEFINE INCIDÊNCIA JUROS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\12 02 - QUI\B3- TJRN PLANO SAÚDE TRATAMENTO CRIANÇA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\12 02 - QUI\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02 - SEG\B1- TJRN BALANÇO AÇÕES EXECUTADAS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02 - SEG\B3 - REGULARIZAÇÃO CUSTAS JUDICIAIS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02 - SEG\B7 - ESTÁGIO-PÓS MOSSORÓ DIREITO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02 - SEG\B4 - RECUPERAÇÃO CANAL VÍDEOS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02 - SEG\B9 - AUSÊNCIA ANULAÇÃO SENTENÇA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02 - SEG\B2- MPRN COMBATE POLUIÇÃO SONORA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02 - SEG\B10 - REMUNERAÇÃO PM CURSO FORMAÇÃO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02 - SEG\B6 - COMITÊS MÊS CONSUMIDOR.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02 - SEG\B5 - RECUPERAÇÃO CANAL VÍDEOS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02 - SEG\B8 - INDENIZAÇÃO PACIENTE DEPRESSIVO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02 - SEG\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\PROGRAMAS\PROG MENSAIS - RADIO JUST POTIGUAR - Controle produção.gsheet,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\PROGRAMAS\Documento sem título.gdoc,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 12 - PROCESSOS LAMPIÃO .gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 21 - 10 ANOS CEIJ.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\Lista programas memória justiça.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\Roteiro Programa 1.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 04 - SOCORRO PINTO.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 22 - 12 ANOS UNIDADE MÓVEL DE TRÂNSITO .gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ- 26 NOVA GESTAO 2021 2022.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 23 – DESA. JUDITE DE MIRANDA MONTE NUNES.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMORIA 13 - ELIANE DAS VIRGENS.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 19 - WANDECI VERAS.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 01 - EDUARDO GOSSON.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\Sugestões Memória da Justiça.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 17 - FLORIANO CAVALCANTI.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 14 - AÇÕES SOCIOAMBIENTAIS.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 03 - JOSÉ DANTAS DE PAIVA.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 20 - DES. AMAURY MOURA SOBRINHO.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 18 - 10 COMITÊ SAÚDE.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\Pesquisa - Desembargador Expedito Ferreira.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 02 - ARMANDO HOLLANDA.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 11 - 10 ANOS NOVOS RUMOS.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 15 - SEABRA FAGUNDES.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\TEMPO VINHETAS.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 07 - CRISTÓVAM PRAXEDES.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\APOIO.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA - DES. VICENTE DE LEMOS.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 10 - Manoel dos Santos.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 09 - CAIO ALENCAR.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 16 - 31 ANOS ESMARN.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 08- DWIGHT BARBOSA.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 06 - ERICK PEREIRA.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 05 - EDILSON FRANÇA.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\Sugestões para próximos temas.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\Pesquisa - Des. Cláudio Santos.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\Pesquisa - revista de jurisprudência.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MEMÓRIA 24 - 128 ANOS TJRN.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ04 - SOCORRO PINTO - EDIÇÃO ESPECIAL\MJ4 - SOCORRO PINTO - EDIÇÃO ESPECIAL_SITE.mp3,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ04 - SOCORRO PINTO - EDIÇÃO ESPECIAL\MJ4 - SOCORRO PINTO - EDIÇÃO ESPECIAL.mp3,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ04 - SOCORRO PINTO - EDIÇÃO ESPECIAL\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ 09 - Caio Alencar\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ03 - JOSÉ DANTAS\MEMÓRIA DA JUSTIÇA - JOSÉ DANTAS_site.mp3,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ03 - JOSÉ DANTAS\MEMÓRIA DA JUSTIÇA - JOSÉ DANTAS.mp3,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ03 - JOSÉ DANTAS\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ14 - AÇÕES SOCIOAMBIENTAIS TJRN\MEMÓRIA DA JUSTIÇA - AÇÕES SOCIOAMBIENTAIS - Baixa.mp3,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ14 - AÇÕES SOCIOAMBIENTAIS TJRN\MEMÓRIA DA JUSTIÇA - AÇÕES SOCIOAMBIENTAIS.mp3,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ14 - AÇÕES SOCIOAMBIENTAIS TJRN\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ43 - Projeto de Apoio ao Desempenho Jurisdicional\MJ43 - Projeto de Apoio ao Desempenho Jurisdicional  site.mp3,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ43 - Projeto de Apoio ao Desempenho Jurisdicional\MJ43 - Projeto de Apoio ao Desempenho Jurisdicional.mp3,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ43 - Projeto de Apoio ao Desempenho Jurisdicional\MJ 43 - Projeto de Apoio ao Desempenho Jurisdicional.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ43 - Projeto de Apoio ao Desempenho Jurisdicional\PESQUISA MJ43 - Projeto de Apoio ao Desempenho Jurisdicional.gdoc,SIM,MEMORIA,H:\Meu Drive\01_ROTEIROS/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ43 - Projeto de Apoio ao Desempenho Jurisdicional\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ43 - Projeto de Apoio ao Desempenho Jurisdicional\OFFS\MJ - 43 BLOCO 1.mp3,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ43 - Projeto de Apoio ao Desempenho Jurisdicional\OFFS\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\MJ24 - 128 Anos TJRN.mp3,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\MJ 25.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 24 e 24..1.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 5.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 4.1.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 18.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 23.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 10.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 15 e 16.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 12.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 3.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 19.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 13.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 7.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 30.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\MJ 1.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 14.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 27.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 21.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 20.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 9.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 29.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 22.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 8.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 26.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 2.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 32.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 4.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 28.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 31.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 11.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 17.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 3 CORREÇÃO.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\Mj 6.m4a,SIM,MEMORIA,H:\Meu Drive\02_PRODUCAO/MEMORIA
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ24 - 128 ANOS TJRN\offs\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\PROGRAMAS\PROGRAMA MEMÓRIA DA JUSTIÇA (40min)\MJ48 - LUMIAR 130 PROGRAMA 2\MJ48 - LUMIAR 130 PROGRAMA 02.VIP,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
